Date,Time,Sensor_2278,Sensor_3276,Sensor_4689,Sensor_5032,Section1_Diff,Section2_Diff,Total_Avg 
2016/06/18,1915,70.71287129,67.26835443,56.93333333,67.99405941,3.444516859999993,-11.060726080000002,null,
2016/06/18,1930,70.63960396,67.2,57.93333333,67.93267327,3.4396039599999995,-9.999339939999992,null,
2016/06/18,1815,70.49207921,67.16901408,55.13125,67.86138614,3.3230651300000034,-12.730136139999992,null,
2016/06/18,1830,70.37722772,66.97183099,57.45,67.62376238,3.4053967299999925,-10.17376238,null,
2016/06/18,1845,70.31782178,66.71408451,57.79166667,67.40990099,3.6037372699999963,-9.61823432,null,
2016/06/18,1900,70.25,66.63661972,57.78,67.10891089,3.613380280000001,-9.328910890000003,null,
2016/06/18,1915,70.14215686,65.77746479,58.475,66.93960396,4.364692070000004,-8.464603959999998,null,
2016/06/18,1930,70.32156863,66.07323944,56.46363636,66.8950495,4.248329190000007,-10.431413139999997,null,
2016/06/18,1945,70.27745098,65.94225352,57.53846154,66.71584158,4.335197460000003,-9.177380040000003,null,
2016/06/18,2000,70.02941176,65.47183099,56.23333333,66.65841584,4.557580770000001,-10.425082510000003,null,
2016/06/18,2015,69.66960784,65.1915493,55.62941176,66.59207921,4.478058539999992,-10.96266744999999,null,
2016/06/18,2030,69.47647059,64.65352113,54.08,66.45643564,4.822949460000004,-12.376435639999997,null,
2016/05/10,645,69.37941176,68.49306931,53.79230769,66.23564356,0.8863424500000008,-12.443335869999999,null,
2016/05/10,700,69.30098039,68.75445545,55.58666667,66.02475248,0.5465249400000118,-10.438085810000004,null,
2016/05/10,715,69.03168317,68.81881188,54.7,65.92376238,0.21287128999999538,-11.223762379999997,null,
